outcome,weight_class,f1_name,f2_name,winner,loser,method,method_details,end_round,time,total_time
win,Lightweight,dennis siver,nate mohr,dennis siver,nate mohr,KO/TKO,Spinning Back Kick,3,3:45,825.0
win,Light Heavyweight,rashad evans,forrest griffin,rashad evans,forrest griffin,KO/TKO,Punches,3,2:46,766.0
win,Heavyweight,frank mir,antonio rodrigo nogueira,frank mir,antonio rodrigo nogueira,KO/TKO,Punch,2,1:54,414.0
win,Middleweight,cb dollaway,mike massenzio,cb dollaway,mike massenzio,KO/TKO,Punches,1,3:01,181.0
win,Light Heavyweight,quinton jackson,wanderlei silva,quinton jackson,wanderlei silva,KO/TKO,Punch,1,3:21,201.0
win,Heavyweight,cheick kongo,mostapha al-turk,cheick kongo,mostapha al-turk,KO/TKO,Elbows,1,4:37,277.0
win,Middleweight,yushin okami,dean lister,yushin okami,dean lister,U-DEC,,3,5:00,900.0
win,Heavyweight,antoni hardonk,mike wessel,antoni hardonk,mike wessel,KO/TKO,Punches,2,2:09,429.0
win,Light Heavyweight,matt hamill,reese andy,matt hamill,reese andy,KO/TKO,Punches,2,2:19,439.0
win,Welterweight,brad blackburn,ryo chonan,brad blackburn,ryo chonan,U-DEC,,3,5:00,900.0
win,Heavyweight,pat barry,dan evensen,pat barry,dan evensen,KO/TKO,Kicks,1,2:36,156.0
win,Lightweight,diego sanchez,joe stevenson,diego sanchez,joe stevenson,U-DEC,,3,5:00,900.0
win,Welterweight,dan hardy,rory markham,dan hardy,rory markham,KO/TKO,Punch,1,1:09,69.0
win,Middleweight,nate marquardt,wilson gouveia,nate marquardt,wilson gouveia,KO/TKO,Flying Knee,3,3:10,790.0
win,Middleweight,demian maia,chael sonnen,demian maia,chael sonnen,SUB,Triangle Choke,1,2:37,157.0
win,Welterweight,paulo thiago,josh koscheck,paulo thiago,josh koscheck,KO/TKO,Punches,1,3:29,209.0
win,Lightweight,terry etim,brian cobb,terry etim,brian cobb,KO/TKO,Kick,2,0:10,310.0
win,Heavyweight,junior dos santos,stefan struve,junior dos santos,stefan struve,KO/TKO,Punches,1,0:54,54.0
win,Lightweight,evan dunham,per eklund,evan dunham,per eklund,KO/TKO,Punch,1,2:13,133.0
win,Heavyweight,mike ciesnolevicz,neil grove,mike ciesnolevicz,neil grove,SUB,Heel Hook,1,1:03,63.0
win,Welterweight,paul kelly,troy mandaloniz,paul kelly,troy mandaloniz,U-DEC,,3,5:00,900.0
win,Lightweight,joe lauzon,jeremy stephens,joe lauzon,jeremy stephens,SUB,Armbar,2,4:43,583.0
win,Heavyweight,cain velasquez,denis stojnic,cain velasquez,denis stojnic,KO/TKO,Punches,2,2:34,454.0
win,Lightweight,josh neer,mac danzig,josh neer,mac danzig,SUB,Triangle Choke,2,3:36,516.0
win,Welterweight,anthony johnson,luigi fioravanti,anthony johnson,luigi fioravanti,KO/TKO,Punch,1,4:39,279.0
win,Lightweight,kurt pellegrino,rob emerson,kurt pellegrino,rob emerson,SUB,Rear Naked Choke,2,3:14,494.0
win,Middleweight,dan miller,jake rosholt,dan miller,jake rosholt,SUB,Guillotine Choke,1,1:03,63.0
win,Lightweight,matt veach,matt grice,matt veach,matt grice,KO/TKO,Punch,1,4:34,274.0
win,Lightweight,gleison tibau,rich clementi,gleison tibau,rich clementi,SUB,Guillotine Choke,1,4:35,275.0
win,Middleweight,nick catone,derek downey,nick catone,derek downey,SUB,Keylock,2,1:15,375.0
win,Welterweight,matthew riddle,steve bruno,matthew riddle,steve bruno,U-DEC,,3,5:00,900.0
win,Welterweight,georges st-pierre,bj penn,georges st-pierre,bj penn,KO/TKO,,4,5:00,1200.0
win,Light Heavyweight,lyoto machida,thiago silva,lyoto machida,thiago silva,KO/TKO,Punch,1,4:59,299.0
win,Light Heavyweight,jon jones,stephan bonnar,jon jones,stephan bonnar,U-DEC,,3,5:00,900.0
win,Welterweight,karo parisyan,dong hyun kim,karo parisyan,dong hyun kim,Overturned,,3,5:00,900.0
win,Lightweight,clay guida,nate diaz,clay guida,nate diaz,S-DEC,,3,5:00,900.0
win,Welterweight,jon fitch,akihiro gono,jon fitch,akihiro gono,U-DEC,,3,5:00,900.0
win,Lightweight,thiago tavares,manvel gamburyan,thiago tavares,manvel gamburyan,U-DEC,,3,5:00,900.0
win,Welterweight,john howard,chris wilson,john howard,chris wilson,S-DEC,,3,5:00,900.0
win,Light Heavyweight,jake o'brien,christian wellisch,jake o'brien,christian wellisch,S-DEC,,3,5:00,900.0
win,Welterweight,dan cramer,matt arroyo,dan cramer,matt arroyo,S-DEC,,3,5:00,900.0
win,Light Heavyweight,quinton jackson,keith jardine,quinton jackson,keith jardine,U-DEC,,3,5:00,900.0
win,Heavyweight,shane carwin,gabriel gonzaga,shane carwin,gabriel gonzaga,KO/TKO,Punch,1,1:09,69.0
win,Welterweight,matt brown,pete sell,matt brown,pete sell,KO/TKO,Punches,1,1:32,92.0
win,Light Heavyweight,matt hamill,mark munoz,matt hamill,mark munoz,KO/TKO,Kick,1,3:53,233.0
win,Lightweight,gray maynard,jim miller,gray maynard,jim miller,U-DEC,,3,5:00,900.0
win,Welterweight,tamdan mccrory,ryan madigan,tamdan mccrory,ryan madigan,KO/TKO,Elbows,1,3:35,215.0
win,Middleweight,kendall grove,jason day,kendall grove,jason day,KO/TKO,Punch,1,1:32,92.0
win,Light Heavyweight,jason brilz,tim boetsch,jason brilz,tim boetsch,U-DEC,,3,5:00,900.0
win,Light Heavyweight,brandon vera,michael patt,brandon vera,michael patt,KO/TKO,Kicks,2,1:27,387.0
win,Lightweight,shane nelson,aaron riley,shane nelson,aaron riley,KO/TKO,Punch,1,0:44,44.0
win,Welterweight,martin kampmann,carlos condit,martin kampmann,carlos condit,S-DEC,,3,5:00,900.0
win,Light Heavyweight,ryan bader,carmelo marrero,ryan bader,carmelo marrero,U-DEC,,3,5:00,900.0
win,Lightweight,tyson griffin,rafael dos anjos,tyson griffin,rafael dos anjos,U-DEC,,3,5:00,900.0
win,Lightweight,cole miller,junie browning,cole miller,junie browning,SUB,Guillotine Choke,1,1:58,118.0
win,Lightweight,gleison tibau,jeremy stephens,gleison tibau,jeremy stephens,U-DEC,,3,5:00,900.0
win,Middleweight,ricardo almeida,matt horwich,ricardo almeida,matt horwich,U-DEC,,3,5:00,900.0
win,Welterweight,brock larson,jesse sanders,brock larson,jesse sanders,SUB,Rear Naked Choke,1,2:01,121.0
win,Middleweight,tim credeur,nick catone,tim credeur,nick catone,SUB,Guillotine Choke,2,3:45,525.0
win,Middleweight,jorge rivera,nissen osterneck,jorge rivera,nissen osterneck,S-DEC,,3,5:00,900.0
win,Middleweight,rob kimmons,joe vedepo,rob kimmons,joe vedepo,SUB,Guillotine Choke,1,1:54,114.0
win,Middleweight,aaron simpson,tim mckenzie,aaron simpson,tim mckenzie,KO/TKO,Punches,1,1:40,100.0
win,Light Heavyweight,lyoto machida,rashad evans,lyoto machida,rashad evans,KO/TKO,Punch,2,3:57,537.0
win,Welterweight,matt hughes,matt serra,matt hughes,matt serra,U-DEC,,3,5:00,900.0
win,Middleweight,drew mcfedries,xavier foupa-pokam,drew mcfedries,xavier foupa-pokam,KO/TKO,Punches,1,0:37,37.0
win,Middleweight,chael sonnen,dan miller,chael sonnen,dan miller,U-DEC,,3,5:00,900.0
win,Lightweight,frankie edgar,sean sherk,frankie edgar,sean sherk,U-DEC,,3,5:00,900.0
win,Welterweight,brock larson,mike pyle,brock larson,mike pyle,SUB,Arm Triangle,1,3:06,186.0
win,Heavyweight,tim hague,pat barry,tim hague,pat barry,SUB,Guillotine Choke,1,1:42,102.0
win,Lightweight,kyle bradley,phillipe nover,kyle bradley,phillipe nover,KO/TKO,Punches,1,1:03,63.0
win,Light Heavyweight,krzysztof soszynski,andre gusmao,krzysztof soszynski,andre gusmao,KO/TKO,Punch,1,3:17,197.0
win,Welterweight,yoshiyuki yoshida,brandon wolff,yoshiyuki yoshida,brandon wolff,SUB,Guillotine Choke,1,2:24,144.0
win,Lightweight,george roop,david kaplan,george roop,david kaplan,S-DEC,,3,5:00,900.0
win,Middleweight,anderson silva,thales leites,anderson silva,thales leites,U-DEC,,5,5:00,1500.0
win,Lightweight,sam stout,matt wiman,sam stout,matt wiman,U-DEC,,3,5:00,900.0
win,Light Heavyweight,mauricio rua,chuck liddell,mauricio rua,chuck liddell,KO/TKO,Punch,1,4:28,268.0
win,Light Heavyweight,krzysztof soszynski,brian stann,krzysztof soszynski,brian stann,SUB,Kimura,1,3:53,233.0
win,Heavyweight,cheick kongo,antoni hardonk,cheick kongo,antoni hardonk,KO/TKO,Punches,2,2:29,449.0
win,Light Heavyweight,luiz cane,steve cantwell,luiz cane,steve cantwell,U-DEC,,3,5:00,900.0
win,Middleweight,denis kang,xavier foupa-pokam,denis kang,xavier foupa-pokam,U-DEC,,3,5:00,900.0
win,Middleweight,nate quarry,jason macdonald,nate quarry,jason macdonald,KO/TKO,Elbows,1,2:27,147.0
win,Middleweight,ed herman,david loiseau,ed herman,david loiseau,U-DEC,,3,5:00,900.0
win,Lightweight,mark bocek,david bielkheden,mark bocek,david bielkheden,SUB,Rear Naked Choke,1,4:57,297.0
win,Welterweight,tj grant,ryo chonan,tj grant,ryo chonan,S-DEC,,3,5:00,900.0
win,Light Heavyweight,eliot marshall,vinny magalhaes,eliot marshall,vinny magalhaes,U-DEC,,3,5:00,900.0
win,Catch Weight,rich franklin,wanderlei silva,rich franklin,wanderlei silva,U-DEC,,3,5:00,900.0
win,Heavyweight,cain velasquez,cheick kongo,cain velasquez,cheick kongo,U-DEC,,3,5:00,900.0
win,Heavyweight,mirko filipovic,mostapha al-turk,mirko filipovic,mostapha al-turk,KO/TKO,Punches,1,3:06,186.0
win,Welterweight,mike swick,ben saunders,mike swick,ben saunders,KO/TKO,Punches,2,3:47,527.0
win,Lightweight,spencer fisher,caol uno,spencer fisher,caol uno,U-DEC,,3,5:00,900.0
win,Welterweight,dan hardy,marcus davis,dan hardy,marcus davis,S-DEC,,3,5:00,900.0
win,Lightweight,terry etim,justin buchholz,terry etim,justin buchholz,SUB,D'Arce Choke,2,2:38,458.0
win,Lightweight,dennis siver,dale hartt,dennis siver,dale hartt,SUB,Rear Naked Choke,1,3:23,203.0
win,Welterweight,paul taylor,peter sobotta,paul taylor,peter sobotta,U-DEC,,3,5:00,900.0
win,Lightweight,paul kelly,rolando delgado,paul kelly,rolando delgado,U-DEC,,3,5:00,900.0
win,Heavyweight,stefan struve,denis stojnic,stefan struve,denis stojnic,SUB,Rear Naked Choke,2,2:37,457.0
win,Welterweight,john hathaway,rick story,john hathaway,rick story,U-DEC,,3,5:00,900.0
win,Lightweight,diego sanchez,clay guida,diego sanchez,clay guida,S-DEC,,3,5:00,900.0
win,Welterweight,james wilks,damarques johnson,james wilks,damarques johnson,SUB,Rear Naked Choke,1,4:54,294.0
win,Welterweight,chris lytle,kevin burns,chris lytle,kevin burns,U-DEC,,3,5:00,900.0
win,Lightweight,ross pearson,andre winner,ross pearson,andre winner,U-DEC,,3,5:00,900.0
win,Lightweight,joe stevenson,nate diaz,joe stevenson,nate diaz,U-DEC,,3,5:00,900.0
win,Lightweight,melvin guillard,gleison tibau,melvin guillard,gleison tibau,S-DEC,,3,5:00,900.0
win,Welterweight,brad blackburn,edgar garcia,brad blackburn,edgar garcia,S-DEC,,3,5:00,900.0
win,Light Heavyweight,tomasz drwal,mike ciesnolevicz,tomasz drwal,mike ciesnolevicz,KO/TKO,Knee,1,4:48,288.0
win,Welterweight,nick osipczak,frank lester,nick osipczak,frank lester,SUB,Rear Naked Choke,1,3:40,220.0
win,Lightweight,jason dent,cameron dollar,jason dent,cameron dollar,SUB,Anaconda Choke,1,4:46,286.0
win,Lightweight,bj penn,kenny florian,bj penn,kenny florian,SUB,Rear Naked Choke,4,3:54,1134.0
win,Light Heavyweight,anderson silva,forrest griffin,anderson silva,forrest griffin,KO/TKO,Punch,1,3:23,203.0
win,Lightweight,aaron riley,shane nelson,aaron riley,shane nelson,U-DEC,,3,5:00,900.0
win,Welterweight,johny hendricks,amir sadollah,johny hendricks,amir sadollah,KO/TKO,Punches,1,0:29,29.0
win,Middleweight,ricardo almeida,kendall grove,ricardo almeida,kendall grove,U-DEC,,3,5:00,900.0
win,Lightweight,kurt pellegrino,josh neer,kurt pellegrino,josh neer,U-DEC,,3,5:00,900.0
win,Welterweight,john howard,tamdan mccrory,john howard,tamdan mccrory,S-DEC,,3,5:00,900.0
win,Middleweight,alessio sakara,thales leites,alessio sakara,thales leites,S-DEC,,3,5:00,900.0
win,Welterweight,matthew riddle,dan cramer,matthew riddle,dan cramer,U-DEC,,3,5:00,900.0
win,Lightweight,george sotiropoulos,george roop,george sotiropoulos,george roop,SUB,Kimura,2,1:59,419.0
win,Welterweight,jesse lennox,danillo villefort,jesse lennox,danillo villefort,KO/TKO,,3,3:37,817.0
win,Welterweight,jon fitch,paulo thiago,jon fitch,paulo thiago,U-DEC,,3,5:00,900.0
win,Heavyweight,brock lesnar,frank mir,brock lesnar,frank mir,KO/TKO,Punches,2,1:48,408.0
win,Welterweight,georges st-pierre,thiago alves,georges st-pierre,thiago alves,U-DEC,,5,5:00,1500.0
win,Middleweight,dan henderson,michael bisping,dan henderson,michael bisping,KO/TKO,Punch,2,3:20,500.0
win,Middleweight,yoshihiro akiyama,alan belcher,yoshihiro akiyama,alan belcher,S-DEC,,3,5:00,900.0
win,Light Heavyweight,mark coleman,stephan bonnar,mark coleman,stephan bonnar,U-DEC,,3,5:00,900.0
win,Lightweight,jim miller,mac danzig,jim miller,mac danzig,U-DEC,,3,5:00,900.0
win,Light Heavyweight,jon jones,jake o'brien,jon jones,jake o'brien,SUB,Guillotine Choke,2,2:43,463.0
win,Welterweight,dong hyun kim,tj grant,dong hyun kim,tj grant,U-DEC,,3,5:00,900.0
win,Middleweight,tom lawlor,cb dollaway,tom lawlor,cb dollaway,SUB,Guillotine Choke,1,0:55,55.0
win,Lightweight,shannon gugerty,matt grice,shannon gugerty,matt grice,SUB,Guillotine Choke,1,2:36,156.0
win,Heavyweight,antonio rodrigo nogueira,randy couture,antonio rodrigo nogueira,randy couture,U-DEC,,3,5:00,900.0
win,Light Heavyweight,thiago silva,keith jardine,thiago silva,keith jardine,KO/TKO,Punch,1,1:35,95.0
win,Middleweight,jake rosholt,chris leben,jake rosholt,chris leben,SUB,Arm Triangle,3,1:30,690.0
win,Middleweight,nate marquardt,demian maia,nate marquardt,demian maia,KO/TKO,Punch,1,0:21,21.0
win,Light Heavyweight,brandon vera,krzysztof soszynski,brandon vera,krzysztof soszynski,U-DEC,,3,5:00,900.0
win,Middleweight,aaron simpson,ed herman,aaron simpson,ed herman,KO/TKO,,2,0:17,317.0
win,Heavyweight,gabriel gonzaga,chris tuchscherer,gabriel gonzaga,chris tuchscherer,KO/TKO,Punches,1,2:27,147.0
win,Heavyweight,mike russow,justin mccully,mike russow,justin mccully,U-DEC,,3,5:00,900.0
win,Heavyweight,todd duffee,tim hague,todd duffee,tim hague,KO/TKO,Punch,1,0:07,7.0
win,Middleweight,mark munoz,nick catone,mark munoz,nick catone,S-DEC,,3,5:00,900.0
win,Lightweight,evan dunham,marcus aurelio,evan dunham,marcus aurelio,S-DEC,,3,5:00,900.0
win,Catch Weight,vitor belfort,rich franklin,vitor belfort,rich franklin,KO/TKO,Punch,1,3:02,182.0
win,Heavyweight,junior dos santos,mirko filipovic,junior dos santos,mirko filipovic,KO/TKO,Punches,3,2:00,720.0
win,Welterweight,paul daley,martin kampmann,paul daley,martin kampmann,KO/TKO,Punches,1,2:31,151.0
win,Welterweight,josh koscheck,frank trigg,josh koscheck,frank trigg,KO/TKO,Punch,1,1:25,85.0
win,Lightweight,tyson griffin,hermes franca,tyson griffin,hermes franca,KO/TKO,Punch,2,3:26,506.0
win,Lightweight,efrain escudero,cole miller,efrain escudero,cole miller,KO/TKO,Punch,1,3:36,216.0
win,Middleweight,tomasz drwal,drew mcfedries,tomasz drwal,drew mcfedries,SUB,Rear Naked Choke,2,1:03,363.0
win,Lightweight,jim miller,steve lopez,jim miller,steve lopez,KO/TKO,,2,0:48,348.0
win,Lightweight,nik lentz,rafaello oliveira,nik lentz,rafaello oliveira,U-DEC,,3,5:00,900.0
win,Welterweight,rick story,brian foster,rick story,brian foster,SUB,Arm Triangle,2,1:09,369.0
win,Light Heavyweight,eliot marshall,jason brilz,eliot marshall,jason brilz,S-DEC,,3,5:00,900.0
win,Light Heavyweight,vladimir matyushenko,igor pokrajac,vladimir matyushenko,igor pokrajac,U-DEC,,3,5:00,900.0
win,Lightweight,rafael dos anjos,rob emerson,rafael dos anjos,rob emerson,U-DEC,,3,5:00,900.0
win,Lightweight,nate diaz,melvin guillard,nate diaz,melvin guillard,SUB,Guillotine Choke,2,2:13,433.0
win,Lightweight,gray maynard,roger huerta,gray maynard,roger huerta,S-DEC,,3,5:00,900.0
win,Welterweight,carlos condit,jake ellenberger,carlos condit,jake ellenberger,S-DEC,,3,5:00,900.0
win,Middleweight,nate quarry,tim credeur,nate quarry,tim credeur,U-DEC,,3,5:00,900.0
win,Light Heavyweight,brian stann,steve cantwell,brian stann,steve cantwell,U-DEC,,3,5:00,900.0
win,Welterweight,mike pyle,chris wilson,mike pyle,chris wilson,SUB,Guillotine Choke,3,2:15,735.0
win,Middleweight,cb dollaway,jay silva,cb dollaway,jay silva,U-DEC,,3,5:00,900.0
win,Lightweight,jeremy stephens,justin buchholz,jeremy stephens,justin buchholz,KO/TKO,,1,3:23,203.0
win,Welterweight,mike pierce,brock larson,mike pierce,brock larson,U-DEC,,3,5:00,900.0
win,Middleweight,ryan jensen,steve steinbeiss,ryan jensen,steve steinbeiss,SUB,Guillotine Choke,1,3:56,236.0
win,Light Heavyweight,randy couture,brandon vera,randy couture,brandon vera,U-DEC,,3,5:00,900.0
win,Welterweight,dan hardy,mike swick,dan hardy,mike swick,U-DEC,,3,5:00,900.0
win,Middleweight,michael bisping,denis kang,michael bisping,denis kang,KO/TKO,Punches,2,4:24,564.0
win,Welterweight,matt brown,james wilks,matt brown,james wilks,KO/TKO,Punches,3,2:27,747.0
win,Lightweight,ross pearson,aaron riley,ross pearson,aaron riley,KO/TKO,,2,4:38,578.0
win,Welterweight,john hathaway,paul taylor,john hathaway,paul taylor,U-DEC,,3,5:00,900.0
win,Lightweight,terry etim,shannon gugerty,terry etim,shannon gugerty,SUB,Guillotine Choke,2,1:24,384.0
win,Welterweight,nick osipczak,matthew riddle,nick osipczak,matthew riddle,KO/TKO,Punches,3,3:53,833.0
win,Lightweight,dennis siver,paul kelly,dennis siver,paul kelly,KO/TKO,Punches,2,2:53,473.0
win,Light Heavyweight,alexander gustafsson,jared hamman,alexander gustafsson,jared hamman,KO/TKO,Punch,1,0:41,41.0
win,Lightweight,andre winner,rolando delgado,andre winner,rolando delgado,KO/TKO,Punch,1,3:22,202.0
win,Light Heavyweight,lyoto machida,mauricio rua,lyoto machida,mauricio rua,U-DEC,,5,5:00,1500.0
win,Heavyweight,cain velasquez,ben rothwell,cain velasquez,ben rothwell,KO/TKO,Punches,2,0:58,358.0
win,Lightweight,gleison tibau,josh neer,gleison tibau,josh neer,U-DEC,,3,5:00,900.0
win,Lightweight,joe stevenson,spencer fisher,joe stevenson,spencer fisher,KO/TKO,Elbows,2,4:03,543.0
win,Welterweight,anthony johnson,yoshiyuki yoshida,anthony johnson,yoshiyuki yoshida,KO/TKO,Punch,1,0:41,41.0
win,Light Heavyweight,ryan bader,eric schafer,ryan bader,eric schafer,U-DEC,,3,5:00,900.0
win,Heavyweight,pat barry,antoni hardonk,pat barry,antoni hardonk,KO/TKO,Punches,2,2:30,450.0
win,Middleweight,chael sonnen,yushin okami,chael sonnen,yushin okami,U-DEC,,3,5:00,900.0
win,Middleweight,jorge rivera,rob kimmons,jorge rivera,rob kimmons,KO/TKO,Punches,3,1:53,713.0
win,Light Heavyweight,kyle kingsbury,razak al-hassan,kyle kingsbury,razak al-hassan,S-DEC,,3,5:00,900.0
win,Heavyweight,stefan struve,chase gormley,stefan struve,chase gormley,SUB,Triangle Choke,1,4:04,244.0
win,Heavyweight,roy nelson,brendan schaub,roy nelson,brendan schaub,KO/TKO,Punch,1,3:45,225.0
win,Light Heavyweight,matt hamill,jon jones,matt hamill,jon jones,DQ,,1,4:14,254.0
win,Catch Weight,kevin ferguson,houston alexander,kevin ferguson,houston alexander,U-DEC,,3,5:00,900.0
win,Lightweight,frankie edgar,matt veach,frankie edgar,matt veach,SUB,Rear Naked Choke,2,2:20,440.0
win,Heavyweight,matt mitrione,marcus jones,matt mitrione,marcus jones,KO/TKO,Punches,2,0:10,310.0
win,Heavyweight,james mcsweeney,darrill schoonover,james mcsweeney,darrill schoonover,KO/TKO,Knee,3,3:20,800.0
win,Heavyweight,jon madsen,justin wren,jon madsen,justin wren,S-DEC,,3,5:00,900.0
win,Light Heavyweight,brian stann,rodney wallace,brian stann,rodney wallace,U-DEC,,3,5:00,900.0
win,Welterweight,john howard,dennis hallman,john howard,dennis hallman,KO/TKO,Punches,3,4:55,895.0
win,Lightweight,mark bocek,joe brammer,mark bocek,joe brammer,SUB,Rear Naked Choke,1,3:36,216.0
win,Lightweight,bj penn,diego sanchez,bj penn,diego sanchez,KO/TKO,,5,2:37,1357.0
win,Heavyweight,frank mir,cheick kongo,frank mir,cheick kongo,SUB,Guillotine Choke,1,1:12,72.0
win,Welterweight,jon fitch,mike pierce,jon fitch,mike pierce,U-DEC,,3,5:00,900.0
win,Lightweight,kenny florian,clay guida,kenny florian,clay guida,SUB,Rear Naked Choke,2,2:19,439.0
win,Heavyweight,stefan struve,paul buentello,stefan struve,paul buentello,M-DEC,,3,5:00,900.0
win,Catch Weight,alan belcher,wilson gouveia,alan belcher,wilson gouveia,KO/TKO,Punches,1,3:03,183.0
win,Lightweight,matt wiman,shane nelson,matt wiman,shane nelson,U-DEC,,3,5:00,900.0
win,Welterweight,johny hendricks,ricardo funch,johny hendricks,ricardo funch,U-DEC,,3,5:00,900.0
win,Middleweight,rousimar palhares,lucio linhares,rousimar palhares,lucio linhares,SUB,Heel Hook,2,3:21,501.0
win,Welterweight,damarques johnson,edgar garcia,damarques johnson,edgar garcia,SUB,Triangle Choke,1,4:03,243.0
win,Welterweight,tj grant,kevin burns,tj grant,kevin burns,KO/TKO,Punch,1,4:57,297.0
win,Light Heavyweight,rashad evans,thiago silva,rashad evans,thiago silva,U-DEC,,3,5:00,900.0
win,Welterweight,paul daley,dustin hazelett,paul daley,dustin hazelett,KO/TKO,Punch,1,2:24,144.0
